,playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,nameFull
3832,dailyco01,1864.0,9.0,11.0,USA,MA,Blackstone,1928.0,6.0,14.0,USA,NY,Brooklyn,Con,Daily,Cornelius F.,192.0,72.0,L,R,1885-05-06,1896-07-05,dailc101,dailyco01,Con Daily
3833,dailyed01,1862.0,9.0,7.0,USA,RI,Providence,1891.0,10.0,21.0,USA,DC,Washington,Ed,Daily,Edward M.,174.0,70.0,R,R,1885-05-04,1891-07-14,daile101,dailyed01,Ed Daily
3834,dailyhu01,1847.0,7.0,17.0,Ireland,,,,,,,,,Hugh,Daily,Hugh Ignatius,180.0,74.0,R,R,1882-05-01,1887-08-21,dailh101,dailyhu01,Hugh Daily
3835,daisege01,1857.0,3.0,9.0,USA,NJ,Gloucester,1931.0,4.0,17.0,USA,MD,Cumberland,George,Daisy,George R.,140.0,67.0,,,1884-05-31,1884-05-31,daisg101,daisege01,George Daisy
3836,dalcabr01,1941.0,6.0,15.0,USA,PA,California,2008.0,10.0,7.0,USA,PA,Pittsburgh,Bruce,Dal Canton,John Bruce,205.0,74.0,R,R,1967-09-03,1977-05-27,dalcb101,dalcabr01,Bruce Dal Canton
3837,daleca01,1972.0,12.0,7.0,USA,IN,Indianapolis,,,,,,,Carl,Dale,James Carl,215.0,74.0,R,R,1999-09-07,1999-09-26,dalec001,daleca01,Carl Dale
3838,dalege01,1889.0,6.0,16.0,USA,MO,St. Louis,1958.0,3.0,20.0,USA,MO,St. Louis,Gene,Dale,Emmett Eugene,179.0,75.0,R,R,1911-09-19,1916-07-02,daleg101,dalege01,Gene Dale
3839,dalenpe01,1960.0,6.0,26.0,USA,CA,Fresno,,,,,,,Pete,Dalena,Peter Martin,200.0,71.0,L,R,1989-07-07,1989-07-21,dalep001,dalenpe01,Pete Dalena
3840,dalesma01,1968.0,5.0,14.0,USA,IL,Chicago,,,,,,,Mark,Dalesandro,Mark Anthony,185.0,72.0,R,R,1994-06-06,2001-08-10,dalem001,dalesma01,Mark Dalesandro
3841,daleybi01,1868.0,6.0,27.0,USA,NY,Poughkeepsie,1922.0,5.0,4.0,USA,NY,Poughkeepsie,Bill,Daley,William,140.0,67.0,,L,1889-07-17,1891-06-30,daleb101,daleybi01,Bill Daley
3842,daleybu01,1932.0,10.0,7.0,USA,CA,Orange,,,,,,,Bud,Daley,Leavitt Leo,185.0,73.0,L,L,1955-09-10,1964-07-26,daleb102,daleybu01,Bud Daley
3843,daleyjo01,1887.0,5.0,25.0,USA,PA,Du Bois,1988.0,8.0,31.0,USA,OH,Mansfield,John,Daley,John Francis,155.0,67.0,R,R,1912-07-19,1912-08-20,dalej102,daleyjo01,John Daley
3844,daleyju01,1884.0,3.0,14.0,USA,CT,South Coventry,1967.0,1.0,26.0,USA,AL,Gadsden,Jud,Daley,Judson Lawrence,172.0,68.0,L,R,1911-09-19,1912-07-16,dalej101,daleyju01,Jud Daley
3845,daleyma01,1982.0,6.0,23.0,USA,NY,Flushing,,,,,,,Matt,Daley,Matthew Thomas,180.0,74.0,R,R,2009-04-25,2014-08-05,dalem002,daleyma01,Matt Daley
3846,daleype01,1930.0,1.0,14.0,USA,CA,Grass Valley,,,,,,,Pete,Daley,Peter Harvey,195.0,72.0,R,R,1955-05-03,1961-10-01,dalep101,daleype01,Pete Daley
3847,daleyto01,1884.0,11.0,13.0,USA,PA,Du Bois,1934.0,12.0,2.0,USA,CA,Los Angeles,Tom,Daley,Thomas Francis,168.0,65.0,L,R,1908-08-29,1915-07-09,dalet101,daleyto01,Tom Daley
3848,dalledo01,1913.0,10.0,3.0,USA,PA,Reading,1988.0,4.0,29.0,USA,IN,Indianapolis,Dom,Dallessandro,Nicholas Dominic,168.0,66.0,L,L,1937-04-24,1947-09-24,dalld101,dalledo01,Dom Dallessandro
3849,dallibr01,1973.0,11.0,15.0,USA,NV,Las Vegas,,,,,,,Brian,Dallimore,Brian Scott,180.0,73.0,R,R,2004-04-29,2005-07-08,dallb001,dallibr01,Brian Dallimore
3850,dalryab01,1857.0,9.0,9.0,USA,WI,Gratiot,1939.0,1.0,25.0,USA,IL,Warren,Abner,Dalrymple,Abner Frank,175.0,70.0,L,R,1878-05-01,1891-10-02,dalra101,dalryab01,Abner Dalrymple
3851,dalrybi01,1891.0,2.0,7.0,USA,MD,Baltimore,1967.0,7.0,14.0,USA,CA,San Diego,Bill,Dalrymple,William Dunn,,,,R,1915-07-06,1915-07-22,dalrb101,dalrybi01,Bill Dalrymple
3852,dalrycl01,1936.0,12.0,3.0,USA,CA,Chico,,,,,,,Clay,Dalrymple,Clayton Errol,190.0,72.0,L,R,1960-04-24,1971-09-25,dalrc101,dalrycl01,Clay Dalrymple
3853,daltoja01,1885.0,7.0,3.0,USA,TN,Henderson,1950.0,2.0,17.0,USA,PA,Pittsburgh,Jack,Dalton,Tolbert Percy,145.0,68.0,R,R,1910-06-20,1916-05-17,daltj101,daltoja01,Jack Dalton
3854,daltomi01,1963.0,3.0,27.0,USA,CA,Palo Alto,,,,,,,Mike,Dalton,Michael Edward,215.0,72.0,L,L,1991-05-31,1991-06-15,daltm001,daltomi01,Mike Dalton
3855,dalybe01,1881.0,4.0,8.0,USA,NJ,Bayonne,1952.0,9.0,3.0,USA,NJ,Bayonne,Bert,Daly,Albert Joseph,170.0,69.0,R,R,1903-08-07,1903-09-05,dalyb101,dalybe01,Bert Daly
3856,dalyge01,1887.0,7.0,28.0,USA,NY,Buffalo,1957.0,12.0,12.0,USA,NY,Buffalo,George,Daly,George Josephs,175.0,70.0,R,R,1909-09-26,1909-10-07,dalyg101,dalyge01,George Daly
3857,dalyjo01,1868.0,9.0,21.0,USA,PA,Conshohocken,1943.0,3.0,21.0,USA,PA,Philadelphia,Joe,Daly,Joseph John,157.0,68.0,,R,1890-09-19,1892-08-13,dalyj101,dalyjo01,Joe Daly
3858,dalysu01,1865.0,1.0,6.0,USA,NY,Port Henry,1938.0,4.0,30.0,USA,NY,Albany,Sun,Daly,James J.,165.0,68.0,L,,1892-09-30,1892-10-15,dalys101,dalysu01,Sun Daly
3859,dalyto01,1866.0,2.0,7.0,USA,PA,Philadelphia,1938.0,10.0,29.0,USA,NY,Brooklyn,Tom,Daly,Thomas Peter,170.0,67.0,B,R,1884-06-09,1903-09-27,dalyt101,dalyto01,Tom Daly
3860,dalyto02,1891.0,12.0,12.0,CAN,NB,St. John,1946.0,11.0,7.0,USA,MA,Medford,Tom,Daly,Thomas Daniel,171.0,71.0,R,R,1913-09-23,1921-09-27,dalyt102,dalyto02,Tom Daly
3861,damasja01,1937.0,8.0,21.0,USA,PA,Beaver Falls,,,,,,,Jack,Damaska,Jack Lloyd,168.0,71.0,R,R,1963-07-03,1963-07-20,damaj101,damasja01,Jack Damaska
3862,dambi01,1885.0,4.0,4.0,USA,MA,Cambridge,1930.0,6.0,22.0,USA,MA,Quincy,Bill,Dam,Elbridge Rust,,,L,L,1909-08-23,1909-08-23,dam-b101,dambi01,Bill Dam
3863,damicje01,1975.0,12.0,27.0,USA,FL,St. Petersburg,,,,,,,Jeff,D'Amico,Jeffrey Charles,250.0,79.0,R,R,1996-06-28,2004-05-10,damij001,d'amije01,Jeff D'Amico
3864,damicje02,1974.0,11.0,9.0,USA,CA,Inglewood,,,,,,,Jeff,D'Amico,Jeffrey Michael,200.0,75.0,R,R,2000-06-03,2000-07-07,damij002,d'amije02,Jeff D'Amico
3865,dammabi01,1872.0,8.0,9.0,USA,IL,Chicago,1948.0,12.0,6.0,USA,VA,Lynnhaven,Bill,Dammann,William Henry,155.0,67.0,L,L,1897-04-24,1899-06-22,dammb101,dammabi01,Bill Dammann
3866,damonjo01,1973.0,11.0,5.0,USA,KS,Fort Riley,,,,,,,Johnny,Damon,Johnny David,205.0,74.0,L,L,1995-08-12,2012-08-01,damoj001,damonjo01,Johnny Damon
3867,damraha01,1890.0,9.0,11.0,USA,NY,Newburgh,1957.0,8.0,21.0,USA,NY,Staten Island,Harry,Damrau,Harry Robert,178.0,70.0,R,R,1915-09-17,1915-10-06,damrh101,damraha01,Harry Damrau
3868,dandrra99,1913.0,8.0,31.0,USA,VA,Richmond,1994.0,2.0,12.0,USA,FL,Palm Bay,Ray,Dandridge,Raymond Emmett,170.0,67.0,R,R,,,,dandrra99,Ray Dandridge
3869,danekpa01,1976.0,1.0,14.0,USA,PA,Williamsport,,,,,,,Pat,Daneker,Patrick Rees,195.0,75.0,R,R,1999-07-02,1999-07-19,danep001,danekpa01,Pat Daneker
3870,daneyar01,1904.0,7.0,9.0,USA,OK,Talihina,1988.0,3.0,11.0,USA,AZ,Phoenix,Art,Daney,Arthur Lee,165.0,71.0,R,R,1928-05-25,1928-05-25,danea101,daneyar01,Art Daney
3871,danfoda01,1890.0,3.0,7.0,USA,TX,Granger,1970.0,9.0,19.0,USA,MD,Baltimore,Dave,Danforth,David Charles,167.0,72.0,L,L,1911-08-01,1925-10-01,danfd101,danfoda01,Dave Danforth
3872,daniebe01,1882.0,10.0,31.0,USA,IL,Danville,1958.0,6.0,6.0,USA,NJ,Cedar Grove,Bert,Daniels,Bernard Elmer,180.0,69.0,R,R,1910-06-25,1914-10-05,danib101,daniebe01,Bert Daniels
3873,daniebe02,1932.0,6.0,17.0,USA,AL,Tuscaloosa,,,,,,,Bennie,Daniels,Bennie,193.0,73.0,L,R,1957-09-24,1965-09-18,danib102,daniebe02,Bennie Daniels
3874,daniech01,1861.0,7.0,1.0,USA,MA,Roxbury,1938.0,2.0,9.0,USA,MA,Boston,Charlie,Daniels,Charles L.,,,,,1884-04-18,1884-04-24,danic101,daniech01,Charlie Daniels
3875,daniech02,1933.0,9.0,17.0,USA,AR,Bluffton,2008.0,1.0,1.0,USA,AR,Hot Springs,Chuck,Daniel,Charles Edward,195.0,74.0,R,R,1957-09-21,1957-09-21,danic102,daniech02,Chuck Daniel
3876,danieja01,1911.0,4.0,22.0,USA,AL,Roanoke,1995.0,4.0,23.0,USA,GA,LaGrange,Jake,Daniel,Handley Jacob,175.0,71.0,L,L,1937-07-24,1937-08-07,danij101,danieja01,Jake Daniel
3877,danieja02,1927.0,12.0,21.0,USA,PA,Chester,2013.0,4.0,16.0,USA,LA,Shreveport,Jack,Daniels,Harold Jack,165.0,70.0,L,L,1952-04-18,1952-09-28,danij102,danieja02,Jack Daniels
3878,danieka01,1963.0,8.0,20.0,USA,GA,Vienna,,,,,,,Kal,Daniels,Kalvoski,195.0,71.0,L,R,1986-04-09,1992-09-22,danik001,danieka01,Kal Daniels
3879,daniela01,1862.0,7.0,14.0,USA,MA,Newton,1929.0,1.0,7.0,USA,MA,Waltham,Law,Daniels,Lawrence Long,170.0,70.0,R,R,1887-04-25,1888-10-07,danil101,daniela01,Law Daniels
3880,daniepe01,1864.0,4.0,8.0,Ireland,,,1928.0,2.0,13.0,USA,IN,Indianapolis,Pete,Daniels,Peter J.,160.0,68.0,L,L,1890-04-19,1898-05-31,danip101,daniepe01,Pete Daniels
3881,danieto01,1923.0,12.0,28.0,USA,NC,Gastonia,2005.0,7.0,23.0,USA,NC,Statesville,Tony,Daniels,Frederick Clinton,185.0,69.0,R,R,1945-06-12,1945-09-16,danit101,danieto01,Tony Daniels
3882,danksjo01,1985.0,4.0,15.0,USA,TX,Austin,,,,,,,John,Danks,John William,210.0,73.0,L,L,2007-04-08,2015-10-01,dankj001,danksjo01,John Danks
3883,danksjo02,1986.0,8.0,7.0,USA,TX,Austin,,,,,,,Jordan,Danks,Jordan Cooper,220.0,77.0,L,R,2012-06-07,2015-08-06,dankj002,danksjo02,Jordan Danks
3884,dannebu01,1891.0,6.0,8.0,USA,MA,Dedham,1949.0,9.0,21.0,USA,MA,Boston,Buck,Danner,Henry Frederick,135.0,66.0,R,R,1915-09-17,1915-09-24,dannb101,dannebu01,Buck Danner
3885,danniha01,1911.0,9.0,6.0,USA,CA,Los Angeles,2004.0,11.0,29.0,USA,IN,Valparaiso,Harry,Danning,Harry,190.0,73.0,R,R,1933-07-30,1942-09-25,dannh101,danniha01,Harry Danning
3886,danniik01,1905.0,1.0,20.0,USA,CA,Los Angeles,1983.0,3.0,30.0,USA,CA,Santa Monica,Ike,Danning,Isaac,160.0,70.0,R,R,1928-09-21,1928-09-30,danni101,danniik01,Ike Danning
3887,dantofa01,1918.0,12.0,31.0,USA,LA,New Orleans,1993.0,5.0,28.0,USA,LA,New Orleans,Fats,Dantonio,John James,165.0,68.0,R,R,1944-09-18,1945-09-20,dantf101,dantofa01,Fats Dantonio
3888,dantoja01,1982.0,5.0,12.0,USA,CT,Greenwich,,,,,,,Jamie,D'Antona,James Joseph,220.0,74.0,R,R,2008-07-22,2008-09-25,dantj001,dantoja01,Jamie D'Antona
3889,danziba01,1887.0,4.0,30.0,USA,NY,Binghamton,1931.0,7.0,14.0,USA,CA,San Francisco,Babe,Danzig,Harold Paul,205.0,74.0,R,R,1909-04-12,1909-05-04,danzb101,danziba01,Babe Danzig
3890,dappecl01,1920.0,1.0,2.0,USA,CA,Los Angeles,2011.0,2.0,8.0,USA,CA,Fallbrook,Cliff,Dapper,Clifford Roland,190.0,74.0,R,R,1942-04-19,1942-05-03,dappc101,dappecl01,Cliff Dapper
3891,darbyge01,1869.0,2.0,6.0,USA,MO,Kansas City,1937.0,2.0,25.0,USA,CA,Sacramento,George,Darby,George William,160.0,70.0,L,R,1893-04-28,1893-05-19,darbg101,darbyge01,George Darby
3892,darcypa01,1950.0,5.0,12.0,USA,OH,Troy,,,,,,,Pat,Darcy,Patrick Leonard,175.0,75.0,L,R,1974-09-12,1976-06-13,darcp101,darcypa01,Pat Darcy
3893,darenvi01,1970.0,11.0,13.0,USA,CA,Los Angeles,,,,,,,Vic,Darensbourg,Victor Anthony,165.0,70.0,L,L,1998-04-01,2005-09-28,darev001,darenvi01,Vic Darensbourg
3894,darincl01,1885.0,4.0,10.0,USA,IN,Hayden,1971.0,12.0,26.0,USA,CA,Sacramento,Cliff,Daringer,Clifford Clarence,155.0,67.0,L,R,1914-04-20,1914-09-29,daric101,darincl01,Cliff Daringer
3895,darinro01,1888.0,11.0,15.0,USA,IN,Hayden,1974.0,5.0,23.0,USA,IN,Seymour,Rolla,Daringer,Rolla Harrison,155.0,70.0,L,R,1914-09-19,1915-04-23,darir101,darinro01,Rolla Daringer
3896,darkal01,1922.0,1.0,7.0,USA,OK,Comanche,2014.0,11.0,13.0,USA,SC,Easley,Al,Dark,Alvin Ralph,185.0,71.0,R,R,1946-07-14,1960-10-02,darka101,darkal01,Al Dark
3897,darlide01,1861.0,12.0,21.0,USA,PA,Erie,1904.0,11.0,20.0,USA,PA,Erie,Dell,Darling,Conrad,170.0,68.0,R,R,1883-07-03,1891-09-10,darld101,darlide01,Dell Darling
3898,darliro01,1960.0,8.0,19.0,USA,HI,Honolulu,,,,,,,Ron,Darling,Ronald Maurice,195.0,75.0,R,R,1983-09-06,1995-08-15,darlr001,darliro01,Ron Darling
3899,darnach01,1987.0,1.0,21.0,USA,CA,Torrance,,,,,,,Chase,d'Arnaud,Chase Jonathan,205.0,73.0,R,R,2011-06-24,2015-10-03,darnc001,darnach01,Chase d'Arnaud
3900,darnatr01,1989.0,2.0,10.0,USA,CA,Long Beach,,,,,,,Travis,d'Arnaud,Travis E.,210.0,74.0,R,R,2013-08-17,2015-10-04,darnt001,darnatr01,Travis d'Arnaud
3901,darnebo01,1930.0,11.0,6.0,USA,OK,Wewoka,1995.0,1.0,3.0,USA,TX,Fredericksburg,Bob,Darnell,Robert Jack,175.0,70.0,R,R,1954-08-10,1956-04-29,darnb101,darnebo01,Bob Darnell
3902,darneja01,1987.0,1.0,19.0,USA,CA,Fresno,,,,,,,James,Darnell,James Thomas,205.0,74.0,R,R,2011-08-09,2012-05-17,darnj001,darneja01,James Darnell
3903,darnelo01,1989.0,2.0,2.0,USA,TN,Nashville,,,,,,,Logan,Darnell,Logan Reece,220.0,74.0,L,L,2014-05-06,2014-09-21,darnl001,darnelo01,Logan Darnell
3904,darraja01,1866.0,7.0,17.0,USA,PA,Ebensburg,1939.0,8.0,12.0,USA,PA,Rochester,Jack,Darragh,James S.,180.0,74.0,,,1891-05-13,1891-05-13,darrj101,darraja01,Jack Darragh
3905,darrmi01,1956.0,3.0,23.0,USA,CA,Pomona,,,,,,,Mike,Darr,Michael Edward,190.0,76.0,R,R,1977-09-06,1977-09-06,darrm101,darrmi01,Mike Darr
3906,darrmi02,1976.0,3.0,21.0,USA,CA,Corona,2002.0,2.0,15.0,USA,AZ,Phoenix,Mike,Darr,Michael Curtis,205.0,75.0,L,R,1999-05-23,2001-10-07,darrm001,darrmi02,Mike Darr
3907,darroge01,1903.0,7.0,12.0,USA,KS,Beloit,1983.0,3.0,24.0,USA,AZ,Sun City,George,Darrow,George Oliver,180.0,72.0,L,L,1934-04-22,1934-07-02,darrg101,darroge01,George Darrow
3908,darviyu01,1986.0,8.0,16.0,Japan,Osaka,Habikino,,,,,,,Yu,Darvish,Sefat Farid Yu,220.0,77.0,R,R,2012-04-09,2014-08-09,darvy001,darviyu01,Yu Darvish
3909,darwibo01,1943.0,2.0,16.0,USA,CA,Los Angeles,,,,,,,Bobby,Darwin,Arthur Bobby Lee,190.0,74.0,R,R,1962-09-30,1977-08-18,darwb101,darwibo01,Bobby Darwin
3910,darwida01,1955.0,10.0,25.0,USA,TX,Bonham,,,,,,,Danny,Darwin,Daniel Wayne,185.0,75.0,R,R,1978-09-08,1998-09-22,darwd001,darwida01,Danny Darwin
3911,darwije01,1969.0,7.0,6.0,USA,TX,Sherman,,,,,,,Jeff,Darwin,Jeffrey Scott,180.0,75.0,R,R,1994-06-13,1997-09-27,darwj001,darwije01,Jeff Darwin
3912,dascedo01,1964.0,6.0,30.0,USA,OH,Cleveland,,,,,,,Doug,Dascenzo,Douglas Craig,150.0,67.0,B,L,1988-09-02,1996-09-29,dascd001,dascedo01,Doug Dascenzo
3913,dashiwa01,1902.0,5.0,9.0,USA,TX,Jewett,1972.0,5.0,20.0,USA,FL,Pensacola,Wally,Dashiell,John Wallace,170.0,69.0,R,R,1924-04-20,1924-04-20,dashw101,dashiwa01,Wally Dashiell
3914,dashnle01,1887.0,4.0,25.0,USA,IL,Renault,1959.0,12.0,16.0,USA,KS,El Dorado,Lee,Dashner,Lee Claire,192.0,71.0,B,L,1913-08-04,1913-08-04,dashl101,dashnle01,Lee Dashner
3915,dassofr01,1917.0,8.0,31.0,USA,IL,Chicago,2009.0,6.0,8.0,USA,WA,Seattle,Frank,Dasso,Francis Joseph Nicholas,185.0,71.0,R,R,1945-04-22,1946-06-06,dassf101,dassofr01,Frank Dasso
3916,datzje01,1959.0,11.0,28.0,USA,NJ,Camden,,,,,,,Jeff,Datz,Jeffrey William,220.0,76.0,R,R,1989-09-05,1989-09-30,datzj001,datzje01,Jeff Datz
3917,daubabr01,1972.0,2.0,11.0,USA,IL,Belleville,,,,,,,Brian,Daubach,Brian Michael,201.0,73.0,L,R,1998-09-10,2005-07-08,daubb001,daubabr01,Brian Daubach
3918,daubda01,1868.0,1.0,12.0,USA,OH,Middletown,1951.0,3.0,25.0,USA,FL,Bradenton,Dan,Daub,Daniel William,160.0,70.0,R,R,1892-08-31,1897-07-09,daubd101,daubda01,Dan Daub
3919,daubeha01,1892.0,6.0,19.0,USA,OH,Columbus,1944.0,1.0,8.0,USA,MI,Detroit,Harry,Daubert,Harry J.,160.0,72.0,R,R,1915-09-04,1915-09-04,daubh101,daubeha01,Harry Daubert
3920,daubeja01,1884.0,4.0,17.0,USA,PA,Shamokin,1924.0,10.0,9.0,USA,OH,Cincinnati,Jake,Daubert,Jacob Ellsworth,160.0,70.0,L,L,1910-04-14,1924-09-20,daubj101,daubeja01,Jake Daubert
3921,dauerri01,1952.0,7.0,27.0,USA,CA,San Bernardino,,,,,,,Rich,Dauer,Richard Fremont,180.0,72.0,R,R,1976-09-11,1985-09-29,dauer001,dauerri01,Rich Dauer
3922,daughbo01,1914.0,8.0,5.0,USA,OH,Cincinnati,1988.0,8.0,22.0,USA,CT,Southbury,Bob,Daughters,Robert Francis,185.0,74.0,R,R,1937-04-24,1937-04-24,daugb101,daughbo01,Bob Daughters
3923,daughdo01,1927.0,10.0,12.0,USA,PA,Paris,2015.0,8.0,15.0,USA,PA,Downingtown,Doc,Daugherty,Harold Ray,180.0,72.0,R,R,1951-04-22,1951-04-22,daugd101,daughdo01,Doc Daugherty
3924,daughja01,1960.0,7.0,3.0,USA,FL,Hialeah,,,,,,,Jack,Daugherty,John Michael,188.0,72.0,B,L,1987-09-01,1993-10-03,daugj001,daughja01,Jack Daugherty
3925,daultda01,1962.0,1.0,3.0,USA,KS,Arkansas City,,,,,,,Darren,Daulton,Darren Arthur,195.0,74.0,L,R,1983-09-25,1997-09-28,dauld001,daultda01,Darren Daulton
3926,daussho01,1889.0,9.0,22.0,USA,IN,Indianapolis,1963.0,7.0,27.0,USA,MO,St. Louis,Hooks,Dauss,George August,168.0,70.0,R,R,1912-09-28,1926-09-19,daush101,daussho01,Hooks Dauss
3927,davalvi01,1936.0,7.0,31.0,Venezuela,Falcon,Churuguara,,,,,,,Vic,Davalillo,Victor Jose,150.0,67.0,L,L,1963-04-09,1980-10-06,davav101,davalvi01,Vic Davalillo
3928,davalyo01,1928.0,6.0,30.0,Venezuela,Zulia,Cabimas,2013.0,2.0,28.0,Venezuela,Miranda,Ocumare del Tuy,Yo-Yo,Davalillo,Pompeyo Antonio,140.0,63.0,R,R,1953-08-01,1953-08-23,davay101,davalyo01,Yo-Yo Davalillo
3929,davanje01,1945.0,8.0,21.0,USA,CA,Oceanside,,,,,,,Jerry,DaVanon,Frank Gerald,175.0,71.0,R,R,1969-04-11,1977-05-04,davaj101,davanje01,Jerry DaVanon
3930,davanje02,1973.0,12.0,8.0,USA,CA,San Diego,,,,,,,Jeff,DaVanon,Jeffrey Graham,185.0,72.0,B,R,1999-09-07,2007-09-30,davaj001,davanje02,Jeff DaVanon
3931,davencl01,1898.0,5.0,28.0,USA,TX,Runge,1976.0,6.0,13.0,USA,TX,Corpus Christi,Claude,Davenport,Claude Edwin,193.0,78.0,R,R,1920-10-02,1920-10-02,davec101,davencl01,Claude Davenport
3932,davenda01,1890.0,2.0,20.0,USA,LA,Alexandria,1954.0,10.0,16.0,USA,AR,El Dorado,Dave,Davenport,David W.,220.0,78.0,R,R,1914-04-17,1919-09-01,daved101,davenda01,Dave Davenport
3933,davenji01,1933.0,8.0,17.0,USA,AL,Siluria,2016.0,2.0,18.0,USA,CA,Redwood City,Jim,Davenport,James Houston,170.0,71.0,R,R,1958-04-15,1970-06-23,davej101,davenji01,Jim Davenport
3934,davenjo01,1976.0,3.0,24.0,USA,IL,Chicago,,,,,,,Joe,Davenport,Joseph Jonathan,225.0,77.0,R,R,1999-07-20,2001-04-28,davej001,davenjo01,Joe Davenport
3935,davenlu01,1900.0,6.0,26.0,USA,AZ,Tucson,1961.0,4.0,21.0,USA,TX,University Park,Lum,Davenport,Joubert Lum,165.0,73.0,L,L,1921-05-03,1924-04-20,davel101,davenlu01,Lum Davenport
3936,daveymi01,1952.0,6.0,2.0,USA,WA,Spokane,,,,,,,Mike,Davey,Michael Gerard,190.0,74.0,R,L,1977-08-13,1978-09-29,davem101,daveymi01,Mike Davey
3937,daveyto01,1973.0,9.0,11.0,USA,MI,Garden City,,,,,,,Tom,Davey,Thomas Joseph,215.0,79.0,R,R,1999-04-06,2002-08-24,davet001,daveyto01,Tom Davey
3938,daviara01,1934.0,5.0,27.0,CAN,QC,Montreal,,,,,,,Ray,Daviault,Raymond Joseph Robert,170.0,73.0,R,R,1962-04-13,1962-09-30,davir101,daviara01,Ray Daviault
3939,davidan01,1958.0,5.0,18.0,USA,CA,Hollywood,,,,,,,Andre,David,Andre Anter,170.0,72.0,L,L,1984-06-29,1986-06-10,davia001,davidan01,Andre David
3940,davidbi01,1887.0,5.0,10.0,USA,IN,Lafayette,1954.0,5.0,23.0,USA,NE,Lincoln,Bill,Davidson,William Simpson,170.0,70.0,R,R,1909-09-29,1911-09-18,davib107,davidbi01,Bill Davidson
3941,davidbo01,1963.0,1.0,6.0,Germany,,Bad Kurznach,,,,,,,Bob,Davidson,Robert Banks,185.0,72.0,R,R,1989-07-15,1989-07-15,davib002,davidbo01,Bob Davidson
3942,davidcl01,1896.0,10.0,13.0,USA,MA,Boston,1956.0,4.0,18.0,USA,MA,Weymouth,Claude,Davidson,Claude Boucher,155.0,71.0,L,R,1918-04-25,1919-09-04,davic102,davidcl01,Claude Davidson
3943,davidcl02,1976.0,11.0,1.0,USA,FL,Bartow,,,,,,,Cleatus,Davidson,Cleatus Lavon,170.0,70.0,B,R,1999-05-30,1999-09-17,davic002,davidcl02,Cleatus Davidson
3944,davidda01,1984.0,4.0,23.0,CAN,ON,Richmond Hill,,,,,,,Dave,Davidson,David Lawrence,200.0,73.0,L,L,2007-09-06,2009-05-22,david003,davidda01,Dave Davidson
3945,davidda02,1981.0,1.0,8.0,USA,FL,Panama City,,,,,,,Daniel,Davidson,Daniel Gerome,225.0,76.0,L,L,2009-04-19,2009-04-25,david004,davidda02,Daniel Davidson
3946,davidho01,1884.0,10.0,14.0,USA,OH,Cleveland,1948.0,7.0,26.0,USA,MI,Detroit,Homer,Davidson,Homer Hurd,155.0,70.0,R,R,1908-04-25,1908-08-11,davih102,davidho01,Homer Davidson
3947,davidma01,1961.0,2.0,15.0,USA,TN,Knoxville,,,,,,,Mark,Davidson,John Mark,180.0,74.0,R,R,1986-06-20,1991-09-20,davim003,davidma01,Mark Davidson
3948,davidma02,1991.0,3.0,26.0,USA,CA,Yucaipa,,,,,,,Matt,Davidson,Matthew Glen,230.0,75.0,R,R,2013-08-11,2013-09-28,davim005,davidma02,Matt Davidson
3949,davidmo99,1845.0,11.0,30.0,USA,OH,Port Washington,1940.0,9.0,6.0,USA,KY,Louisville,Mordecai,Davidson,Mordecai Hamilton,,,,,,,davim801,davidmo99,Mordecai Davidson
3950,davidte01,1939.0,10.0,4.0,USA,NV,Las Vegas,2006.0,9.0,1.0,USA,AZ,Bullhead City,Ted,Davidson,Thomas Eugene,192.0,72.0,R,L,1965-07-24,1968-07-28,davit102,davidte01,Ted Davidson
3951,daviech01,1892.0,3.0,6.0,USA,MA,Peabody,1973.0,9.0,5.0,USA,CT,Middletown,Chick,Davies,Lloyd Garrison,145.0,68.0,L,L,1914-07-11,1926-09-13,davic104,daviech01,Chick Davies
3952,daviege01,1868.0,2.0,22.0,USA,WI,Portage,1906.0,9.0,22.0,USA,WI,Waterloo,George,Davies,George Washington,180.0,,,R,1891-08-18,1893-07-20,davig101,daviege01,George Davies
3953,davieje01,1933.0,2.0,10.0,USA,MI,Detroit,,,,,,,Jerry,Davie,Gerald Lee,180.0,72.0,R,R,1959-04-14,1959-06-09,davij105,davieje01,Jerry Davie
3954,davieky01,1983.0,9.0,9.0,USA,GA,Decatur,,,,,,,Kyle,Davies,Hiram Kyle,210.0,73.0,R,R,2005-05-21,2015-04-12,davik002,davieky01,Kyle Davies
3955,davieza01,1993.0,2.0,7.0,USA,WA,Puyallup,,,,,,,Zach,Davies,Zachary Ryan,160.0,72.0,R,R,2015-09-02,2015-09-30,daviz001,davieza02,Zach Davies
3956,davisal01,1960.0,9.0,9.0,USA,CA,Riverside,,,,,,,Alvin,Davis,Alvin Glenn,195.0,73.0,L,R,1984-04-11,1992-06-25,davia002,davisal01,Alvin Davis
3957,davisbe01,1977.0,3.0,10.0,USA,PA,Chester,,,,,,,Ben,Davis,Mark Christopher,195.0,76.0,B,R,1998-09-25,2004-10-03,davib003,davisbe01,Ben Davis
